run,APDE,AUGD,total_fitness,AET
1,6.227353369178147,12887.573032613755,13314.896356610765,131.14333963394165
2,8.843543382578964,12852.88429836817,13283.228428236076,130.4301037788391
3,8.169824201946746,12777.142387583686,13206.792061041568,133.41484236717224
