run,APDE,AUGD,total_fitness,AET
1,14.209022499555147,16583.789671588645,17047.185321283374,122.1463873386383
2,11.526892616328901,16457.784500801652,16918.607392732996,361.62791109085083
3,13.383080963152842,16444.2078892624,16907.309535624347,120.00332379341125
