run,APDE,AUGD,total_fitness,AET
1,12.099472502299157,16187.156576806485,16647.715481548992,417.94509863853455
2,6.4314453200195345,16019.57996394768,16476.49318912644,131.73499369621277
3,11.19768684024605,16293.898798006305,16753.96312107236,131.0747368335724
