run,APDE,AUGD,total_fitness,AET
1,167.9925026906417,93167.56390582876,794784.6595586371,735.3493692874908
2,165.68758576277776,91311.29611418307,792928.839100004,720.223726272583
3,176.37024045136604,94071.88760718054,795698.7062613191,747.4735534191132
