run,APDE,AUGD,total_fitness,AET
1,84.10060574352747,20267.427127521492,20800.217933486918,128.11023569107056
2,80.10793934228107,19975.628887954557,20504.94528300894,134.20600008964539
3,92.48034816423625,20499.536926708988,21043.15045420541,133.59099960327148
