run,APDE,AUGD,total_fitness,AET
1,8.692142368637114,12814.714924094875,13246.460013408421,119.29276204109192
2,12.541696023348095,13054.117626935058,13488.509784867194,120.81197571754456
3,12.304775740846942,13107.386988440177,13542.347280827795,122.40454006195068
